nct_id,brief_title,sponsor_name,phase,overall_status,start_date,completion_date,enrollment_count,interventions
NCT02310997,Myloablative Cord Blood Transplant in Haematological Malignancies (MAC UCBT),"University College, London",PHASE2,TERMINATED,2011-07,2015-05,11.0,Umbilical Cord Blood Transplant; Cyclophosphamide; Total body irradiation; Busulfan; Melphalan; Fludarabine
NCT06346197,Combination of Immune Checkpoint in Locally Advanced or Metastatic MSI/dMMR Esogastric Adenocarcinomas,Centre Leon Berard,PHASE3,RECRUITING,2025-12-08,2028-05-15,132.0,Balstilimab; Botensilimab; Folfox Protocol; XELOX; Nivolumab
NCT01651910,The Cancer Pain and Unmet Needs Study,University of Surrey,N/A,TERMINATED,2012-07,2014-02,162.0,
NCT07277413,A Study of IDE892 as Monotherapy and Combination in MTAP-deleted Advanced Solid Tumors,IDEAYA Biosciences,PHASE1,RECRUITING,2026-03-04,2028-04-30,260.0,IDE892; IDE397
NCT02195960,Supplementation With Dietary Anthocyanins and Side Effects of Radiotherapy for Breast Cancer,Neuromed IRCCS,NA,COMPLETED,2014-06-09,2018-10-10,242.0,Placebo; intake anthocyanin-rich corn extract
NCT00047060,Stem Cell Transplant Therapy With Campath-1H for Treating Advanced Mycosis Fungoides and Sezary Syndrome,"National Heart, Lung, and Blood Institute (NHLBI)",PHASE1,COMPLETED,2002-07-30,2019-01-24,5.0,A matched peripheral donor stem cells; cyclosporine; fludarabine; Campath
NCT01373320,Faith Moves Mountains: A Community Based Participatory Research (CBPR) Appalachian Wellness & Cancer Prevention Program,Nancy Schoenberg,NA,COMPLETED,2010-03,2012-11,1415.0,Lay health advisor interactions
NCT03875820,Phase I Trial of Defactinib and VS-6766.,"Institute of Cancer Research, United Kingdom",PHASE1,ACTIVE_NOT_RECRUITING,2017-12-12,2026-10-31,87.0,VS-6766; Defactinib
NCT03238820,Robotic Resection for Patients With Gastric Gastrointestinal Stromal Tumors: a Single-center Study,JIANG Zhi-Wei,NA,COMPLETED,2014-01-10,2017-06-01,50.0,Robotic gastric gastrointestinal stromal tumors resection
NCT05221320,Trial of Ulixertinib in Combination With Hydroxychloroquine in Patients With Advanced Gastrointestinal (GI) Malignancies,"BioMed Valley Discoveries, Inc",PHASE2,TERMINATED,2022-05-26,2024-07-14,47.0,Ulixertinib; Hydroxychloroquine
NCT00494182,Sorafenib in Combination With Carboplatin and Paclitaxel in Treating Participants With Metastatic or Recurrent Head and Neck Squamous Cell Cancer,M.D. Anderson Cancer Center,PHASE2,ACTIVE_NOT_RECRUITING,2007-04-25,2026-12-31,48.0,Carboplatin; Paclitaxel; Sorafenib
NCT01880359,AF CRT +/- Nimorazole in HNSCC,European Organisation for Research and Treatment of Cancer - EORTC,PHASE3,UNKNOWN,2014-07-25,2023-01-09,640.0,Cisplatin; Radiotherapy; Placebo; Nimorazole
NCT06863259,"Study of Inotuzumab Ozogamicin, Venetoclax, and Dexamethasone for Relapsed B-cell ALL","Children's Hospital Medical Center, Cincinnati",PHASE1,RECRUITING,2025-05-21,2029-01-01,28.0,"Inotuzumab Ozogamicin, Venetoclax, and Dexamethasone"
NCT06902259,The Effect of Breath Exercıse and Reıkı Applıcatıon,Aslıhan ÖZTÜRK ÇETİN,NA,COMPLETED,2024-03-01,2024-12-01,60.0,randomised controlled trial
NCT06763159,A Study of HS-20124 in Patients with Advanced Solid Tumors,Hansoh BioMedical R&D Company,PHASE1,RECRUITING,2024-10-30,2027-12-31,450.0,HS-20124 (Phase Ia：Dose escalation ); HS-20124 (Phase Ib: Dose expansion)
NCT06630780,Reduction of Postoperative Radiotherapy in Head and Neck Squamous Cell Carcinoma,Sun Yat-sen University,NA,RECRUITING,2024-09-26,2029-12-31,50.0,Head and Neck Cancers
NCT01387880,"Irinotecan, Cetuximab and Everolimus to Patients With Metastatic Colorectal Cancer",Herlev Hospital,PHASE2,COMPLETED,2010-01,2012-03,100.0,Everolimus; Everolimus
NCT05064046,Educating Providers About Lung Screening,Georgetown University,NA,COMPLETED,2021-10-27,2022-07-27,77.0,LuCa + Health Disparity module
NCT07745946,The Effect of Virtual Reality Glasses and Breathing Exercise on Anxiety,Ankara Medipol University,NA,COMPLETED,2025-03-15,2026-04-15,107.0,Breathing exercise; Virtual Reality Glasses
NCT05844046,"Sequential or Up-front Triple Treatment With Durvalumab, Tremelimumab and Bevacizumab for Non-resectable Hepatocellular Carcinoma (HCC) Patients",Enrico De Toni,PHASE2,RECRUITING,2023-04-06,2026-12-31,83.0,"durvalumab, tremelimumab, bevacizumab"
NCT06605846,Otago Exercises on the Risk of Falling in Prostatic Cancer Patients Receiving Androgen Deprivation Therapy,MTI University,NA,COMPLETED,2024-09-23,2025-04-01,110.0,otago excercises; Medical ADT treatment
NCT02942862,Evaluation of New Histoprognostic Criteria in a Retrospective Study of Colon Cancers Operated at Amiens University Hospital,"Centre Hospitalier Universitaire, Amiens",N/A,COMPLETED,2015-02,2015-04,231.0,Orcein staining
NCT00111462,Evaluating Treatment of Anemia in Subjects With Non-Myeloid MalignanciesReceiving Multicycle Chemotherapy,Amgen,PHASE2,COMPLETED,,,,Darbepoetin alfa
NCT07524062,The Application of Infrared Thermography in the Prediction of Skin Healing in Surgery,Universitaire Ziekenhuizen KU Leuven,NA,RECRUITING,2026-06-15,2028-10,120.0,Infrared thermography
NCT06189846,Lumeneye Rectoscope for Assessment on Tumor Response After Total Neoadjuvant Treatment in Rectal Cancer,Bordeaux Colorectal Institute Academy,N/A,COMPLETED,2024-01-04,2026-03-05,82.0,International Cohort
NCT00055146,Study of ONTAK in Patients With B-Cell Chronic Lymphocytic Leukemia (CLL),Eisai Inc.,PHASE2,COMPLETED,2003-03,2006-05,41.0,ONTAK
NCT03421288,Study of Atezolizumab + FLOT vs. FLOT Alone in Patients With GC/GEJ and High Immune Responsiveness,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,PHASE2,ACTIVE_NOT_RECRUITING,2018-09-14,2027-12-31,677.0,Atezolizumab; 5-Fluorouracil; Calciumfolinat; Oxaliplatin; Docetaxel
NCT06055803,Heart Health After Cancer Treatment (HEART-ACT),"University of California, San Francisco",NA,COMPLETED,2023-11-07,2026-03-31,50.0,Intake Session; Individual Sessions; Group Sessions; Graduation; Exercise
NCT04194203,"A Study of Bevacizumab, Carboplatin, and Paclitaxel or Pemetrexed With or Without Atezolizumab in Chemotherapy-Naïve Patients With Stage IV Non-Squamous Non-Small Cell Lung Cancer (IMpower151)",Hoffmann-La Roche,PHASE3,COMPLETED,2020-04-09,2024-06-27,305.0,Atezolizumab; Placebo; Bevacizumab; Paclitaxel; Pemetrexed; Carboplatin
NCT01801527,Telehealth System to Improve Quality of Life in Breast Cancer Survivors,Universidad de Granada,NA,COMPLETED,2012-03,2014-07,72.0,Telerehabilitation group
NCT05970627,Perioperative Chemotherapy Plus Toripalimab for Epstein-Barr Virus-associated Locally Advanced Gastric or Esophagogastric Junction Adenocarcinoma,Yu jiren,PHASE2,NOT_YET_RECRUITING,2023-07-28,2029-07-28,30.0,Toripalimab; Oxaliplatin; S1
NCT05643027,A Novel Intervention for Patients With Cancer,Dana-Farber Cancer Institute,NA,COMPLETED,2023-03-01,2026-05-11,40.0,Acceptance and Commitment Therapy
NCT02627261,Multiple Myeloma Minimal Residual Disease,Hospices Civils de Lyon,N/A,COMPLETED,2015-11-23,2018-09-02,48.0,blood samples and bone marrow aspirates will be collected
NCT03240861,Genetically Engineered PBMC and PBSC Expressing NY-ESO-1 TCR After a Myeloablative Conditioning Regimen to Treat Patients With Advanced Cancer,Jonsson Comprehensive Cancer Center,PHASE1,TERMINATED,2017-07-26,2023-10-19,5.0,18F-FHBG; Aldesleukin; Busulfan; Cellular Therapy; Computed Tomography; Filgrastim; Fludarabine; Leukapheresis; Plerixafor; Positron Emission Tomography
NCT02040142,HIPEC for Peritoneal Carcinomatosis,Albert Einstein College of Medicine,PHASE2,COMPLETED,2011-11,2024-08-19,51.0,HIPEC; Mitomycin C
NCT02086942,Tolerability and Efficacy of Modified VCD Regimens in Previously Untreated Multiple Myeloma.,Yongping Zhai,PHASE2,UNKNOWN,2013-08,2017-08,94.0,Bortezomib; cyclophosphamide; Dexamethasone
NCT05169970,A Study of Stereotactic Body Radiation Therapy (SBRT) Without Androgen Deprivation Therapy (ADT) in People With Unfavorable Intermediate-Risk Prostate Cancer,Memorial Sloan Kettering Cancer Center,PHASE2,ACTIVE_NOT_RECRUITING,2021-12-09,2027-12,222.0,Stereotactic Body Radiation Therapy (SBRT); Stereotactic Body Radiation Therapy (SBRT)
NCT02146170,"Tissue Procurement and Natural History Study of People With Non-Small Cell Lung Cancer, Small Cell Lung Cancer, Extrapulmonary Small Cell Cancer, Pulmonary Neuroendocrine Tumors, and Thymic Epithelial Tumors",National Cancer Institute (NCI),N/A,RECRUITING,2014-05-28,2029-12-31,2000.0,
NCT06083870,An Early Stage Study to Evaluate Oba01 for Injection in Patients With DR5 Positive LA/mNSCLC,Lu Shun,PHASE1,UNKNOWN,2023-12-13,2026-07,35.0,Oba01
NCT00250770,Colony-Stimulating Factor-1 (CSF-1) and Other Cytokines in Human Endometrial Carcinogenesis,University of New Mexico,N/A,WITHDRAWN,1998-01,,0.0,
NCT03763370,Managed Access Program for Combination Treatment With Belantamab Mafodotin in Multiple Myeloma,GlaxoSmithKline,N/A,AVAILABLE,,,,Belantamab mafodotin 2.5 mg/kg IV Q3Weeks + Vd (BVd); Belantamab mafodotin 2.5/1.9 mg/kg IV Q4Weeks + Pd (BPd)
NCT02985073,A Comparison Between Biological (Veritas®) vs Non Biological Mesh (TIGR®) in Immediate Breast Reconstruction,Vastra Gotaland Region,NA,COMPLETED,2016-11,2022-09,24.0,Veritas®; TIGR®
NCT03857373,Renal Cancer Detection Using Convolutional Neural Networks,Nessn Azawi,N/A,RECRUITING,2019-02-01,2027-01-01,5000.0,
NCT06419673,Serplulimab Plus Chemoradiotherapy for Stage III-IVA Cervical Cancer,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",PHASE2,ACTIVE_NOT_RECRUITING,2024-05-01,2028-05-31,240.0,Serplulimab; Cisplatin; Carboplatin; Brachytherapy and External Beam Radiotherapy
NCT03328273,A Study of AZD6738 and Acalabrutinib in Subjects With Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL),Acerta Pharma BV,PHASE1,ACTIVE_NOT_RECRUITING,2018-01-31,2026-08-26,12.0,Ceralasertib; Acalabrutinib
NCT01956669,Pazopanib Paediatric Phase II Trial Children's Oncology Group (COG) in Solid Tumors,Novartis Pharmaceuticals,PHASE2,COMPLETED,2014-10-08,2019-11-05,57.0,Pazopanib
NCT03647969,Modified FOLFOX Plus/Minus Nivolumab and Ipilimumab vs. FLOT Plus Nivolumab in Patients With Previously Untreated Advanced or Metastatic Gastric Cancer,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,PHASE2,COMPLETED,2018-11-07,2024-07-19,262.0,Nivolumab; Ipilimumab; mFOLFOX; FLOT
NCT01349569,Allogeneic GM-CSF Vaccine and Lenalidomide in Treating Myeloma Patients With Near Complete Remission,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,PHASE2,COMPLETED,2012-01,2016-10,19.0,Lenalidomide; Allogeneic Myeloma Vaccine; Prevnar-13
NCT03617224,Pembrolizumab and Total Skin Electron Beam Radiotherapy in Mycosis Fungoides and Sézary Syndrome,University of Texas Southwestern Medical Center,PHASE1,WITHDRAWN,2018-07-24,2024-07-24,0.0,TSEBT; TSEBT and pembrolizumab
NCT00004224,Combination Chemotherapy Followed by Radiation Therapy in Treating Children With Localized Ependymoma,Societe Internationale d'Oncologie Pediatrique,PHASE2,COMPLETED,1999-01,2008-03,65.0,cyclophosphamide; etoposide; vincristine sulfate; adjuvant therapy; conventional surgery; radiation therapy
NCT03922724,Allogeneic Hematopoietic Cell Transplantation for Peripheral T Cell Lymphoma,National Cancer Institute (NCI),PHASE2,ACTIVE_NOT_RECRUITING,2019-04-18,2030-10-31,91.0,ATL-RIC; mRIC; allo HCT; RIC; GVHD prophylaxis; IOC
NCT04995523,A Study of AZD2936 Anti-TIGIT/Anti-PD-1 Bispecific Antibody in Participants With Advanced or Metastatic NSCLC,AstraZeneca,PHASE1,ACTIVE_NOT_RECRUITING,2021-09-14,2028-06-01,212.0,AZD2936
NCT00021359,Isotretinoin Plus Dexamethasone in Treating Patients With Multiple Myeloma,Fox Chase Cancer Center,PHASE2,COMPLETED,1999-08,2005-10,17.0,dexamethasone; isotretinoin
NCT00839059,Lenalidomide In Patients With Acute Myeloid Leukemia,University of Ulm,PHASE1,TERMINATED,2009-01,2011-05,14.0,lenalidomide
NCT04341480,The Safety of Chemotherapy for Patients With Gynecological Malignancy in High-risk Region of COVID-19,Tongji Hospital,N/A,UNKNOWN,2020-07-01,2023-01-10,305.0,Chemotherapy
NCT01549379,Dynamic Contrast Enhanced Computed Tomography (CT) for Head and Neck Cancer,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,NA,TERMINATED,2013-07,2014-08,1.0,Dynamic Contrast Enhanced CT scan
NCT00911079,Pilot Study of a Catheter-based Ultrasound Hyperthermia System,"University of California, San Francisco",NA,TERMINATED,2009-12-18,2020-07-23,13.0,Hyperthermia; HDR brachytherapy
NCT00193362,"Study of Paclitaxel, Carboplatin, and Gemcitabine Versus Gemcitabine and Vinorelbine for Non-Small Cell Lung Cancer","SCRI Development Innovations, LLC",PHASE3,COMPLETED,2004-06,2007-09,200.0,Paclitaxel; Carboplatin; Gemcitabine; Vinorelbine
NCT05327946,A Study in People With Advanced Cancer to Test How Well Different Doses of BI 770371 Alone or in Combination With Ezabenlimab Are Tolerated,Boehringer Ingelheim,PHASE1,ACTIVE_NOT_RECRUITING,2022-05-17,2027-03-31,42.0,BI 770371; ezabenlimab
NCT01331746,Proof-of-concept (PoC) Study of APD515,Acacia Pharma Ltd,PHASE2,COMPLETED,2011-09,2012-12,32.0,APD515; Placebo
NCT07453446,Clinical Study of U29 Injection (CD30-CART) in Patients With CD30-Positive Relapsed/Refractory Lymphoma,"Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",PHASE1,WITHDRAWN,2025-03-04,2029-03-31,0.0,CD30 CAR-T Cells
NCT01159288,Trial of a Vaccination With Tumor Antigen-loaded Dendritic Cell-derived Exosomes,"Gustave Roussy, Cancer Campus, Grand Paris",PHASE2,COMPLETED,2010-05-19,2015-12-19,41.0,Dex2
NCT04686188,Exploring the Mechanisms and Dynamics of Clonal Evolution Leading to Recurrence in Prostate Cancer,"Institute of Cancer Research, United Kingdom",N/A,UNKNOWN,2020-11-26,2022-09-01,50.0,
NCT04251403,Novel Approach to Surveillance of Gastric Lesions,New York Presbyterian Hospital,EARLY_PHASE1,UNKNOWN,2020-02,2021-02,10.0,Mucosal Irrigation
NCT06187103,Evaluation of Improved Onboard Patient Imaging,"Varian, a Siemens Healthineers Company",N/A,ACTIVE_NOT_RECRUITING,2024-07-10,2026-12,40.0,HyperSight Imaging
NCT01563861,S9704-S0014-S0313A Studying Genes in Samples From Patients With Limited or Advanced Diffuse Large B-Cell Lymphoma,SWOG Cancer Research Network,N/A,COMPLETED,1997-09-15,2013-10-31,397.0,RNA analysis; gene expression analysis; immunohistochemistry staining method; laboratory biomarker analysis
NCT06236061,Study of Efficacy and Safety of LCZ696/Amlodipine in Grade 1 and 2 Hypertension Patients Uncontrolled by LCZ696 Monotherapy,Novartis Pharmaceuticals,PHASE3,COMPLETED,2024-04-08,2025-12-23,718.0,LCZ; LCZ/AML 200 mg/2.5 mg; LCZ/AML 200 mg/5 mg; LCZ/AML 200 mg/10 mg; Placebo
NCT01774786,A Study of Pertuzumab in Combination With Trastuzumab and Chemotherapy in Participants With Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Metastatic Gastroesophageal Junction or Gastric Cancer,Hoffmann-La Roche,PHASE3,COMPLETED,2013-06-10,2019-12-31,780.0,5-Fluorouracil; Capecitabine; Cisplatin; Pertuzumab; Placebo; Trastuzumab
NCT02836886,VircapSeq Virus Detection in Sézary Syndrome,Columbia University,N/A,COMPLETED,2016-06,2016-10,6.0,
NCT02060370,Sunitinib Scheduling in Metastatic Renal Cell Carcinoma (mRCC),M.D. Anderson Cancer Center,PHASE2,COMPLETED,2014-08,2019-01-02,60.0,Sunitinib; Questionnaire
NCT00328770,De Novo Sirolimus-based Immunosuppression After Liver Transplantation for Hepatocellular Carcinoma,University of Alberta,PHASE2,COMPLETED,1996-12,2006-03,70.0,Sirolimus
NCT00617669,A Phase III Trial of ZD4054 (Zibotentan) (Endothelin A Antagonist) and Docetaxel in Metastatic Hormone Resistant Prostate Cancer,AstraZeneca,PHASE3,COMPLETED,2008-01,2011-07,1494.0,Docetaxel; ZD4054; Placebo
NCT01498783,Phase I Study of 5-Fluorouracil in Children and Young Adults With Recurrent Ependymoma,St. Jude Children's Research Hospital,PHASE1,COMPLETED,2011-12,2014-05,26.0,5-fluorouracil
NCT00477841,Self-Expandable Esophageal Radiation Stent:a Randomized Controlled Trial in Patients With Advanced Esophageal Cancer,"Southeast University, China",PHASE2,COMPLETED,2004-04,2006-12,60.0,Esophageal stent placement; dysphagia scores; complications of therapy; survival time of therapy
NCT07272954,Effects of Ultrasound-Guided Stellate Ganglion Block and Transcutaneous Auricular Vagus Nerve Stimulation on Sleep Quality After Radical Mastectomy for Breast Cancer,Affiliated Hospital of Jiaxing University,NA,NOT_YET_RECRUITING,2026-12-01,2029-12-01,136.0,SGB; taVNS
NCT03213054,A Study of OBP-301 With Radiation Therapy in Patients With Esophageal Cancer,Oncolys BioPharma Inc,PHASE1,UNKNOWN,2017-07-07,2019-06,12.0,OBP-301; Radiation
NCT05941741,IC Plus Low-dose Radiation Plus Cadonilimab in LANPC,Sun Yat-sen University,PHASE3,RECRUITING,2024-01-10,2029-12,380.0,Intensity Modulated Radiation Therapy; Chemotherapy; Immune checkpoint inhibitor; Low-dose radiotherapy
NCT00039754,A Trial of Skeletal Targeted Radiotherapy Using Holmium-166-DOTMP in Patients With Multiple Myeloma,Poniard Pharmaceuticals,PHASE1,TERMINATED,2002-03,,,Holmium-166-DOTMP
NCT01381705,Biomarkers in Predicting Response to Rituximab Treatment in Samples From Patients With Indolent Follicular Lymphoma,ECOG-ACRIN Cancer Research Group,N/A,COMPLETED,2012-02-06,2012-07-06,259.0,rituximab; DNA analysis; gene expression analysis; polymorphism analysis; laboratory biomarker analysis; medical chart review
NCT03657966,DCVAC/OvCa After Standard-of-care Chemotherapy in Women With Relapse of Platinum-sensitive Epithelial Ovarian Cancer,SOTIO a.s.,PHASE2,COMPLETED,2017-11-23,2021-02-25,33.0,DCVAC/OvCa; Standard of Care Chemotherapy
NCT00282022,VNP40101M in Treating Patients With Relapsed or Refractory Locally Advanced or Metastatic Small Cell Lung Cancer,Vion Pharmaceuticals,PHASE2,COMPLETED,2005-09,,87.0,laromustine
NCT04516122,Bone Loss in Melanoma Survivors Receiving Immunotherapy,M.D. Anderson Cancer Center,N/A,TERMINATED,2021-05-10,2025-06-18,12.0,Biospecimen Collection; Dual X-ray Absorptiometry
NCT05753722,A First-in-human Study of PRTH-101 Monotherapy +/- Pembrolizumab in Subjects With Advanced Malignancies,Incendia Therapeutics,PHASE1,RECRUITING,2023-03-03,2027-09-30,270.0,PRTH-101; Pembrolizumab
NCT06125522,TACTIVE-U: A Study to Learn About the Study Medicine (Vepdegestrant) When Given With Other Medicines in People With Advanced or Metastatic Breast Cancer. (Sub-Study C),Pfizer,PHASE1,ACTIVE_NOT_RECRUITING,2024-01-10,2026-12-31,11.0,vepdegestrant; Samuraciclib
